Accountable Manager,Accountable Manager Email,Accountable Manager Phone Number,Address Line 1,Address Line 2,Address Line 3,Agency Email,Agency Name,Agency Phone Number,Cert_No,City,Country ,DBA,DSGN_CODE,Email,Liaison,Liaison Email,Liaison Phone Number,Postal Code,State/Province,Update_Date
"DENTON, CLARENCE W",,,"JONES RIVERSIDE AIRPORT, HGR 10",190 WEST LEARJET LANE,,cwdenton1@gmail.com,"DENTON AVIATION CONSULTING, INC",9188095509,Q6DR312Y,TULSA,UNITED STATES,,Q6DR,cwdenton1@gmail.com,"DENTON, CLARENCE WILLIAM",cwdenton1@gmail.com,9188095509,74132,OK,3/2/2026
"DEPRIEST, JASON THOMAS",,,2625 WEST 40TH PLACE,,,,UNICORP SYSTEMS INC,,IL2R902K,TULSA,UNITED STATES,,IL2R,,"DEPRIEST, JASON",jasond@unicorpok.com,9184460393,74107,OK,3/2/2026
"DERAAS, CRAIG",,,4961 RICE LAKE ROAD,SUITE101,,,GLOBAL AVIATION TECH SERVICES INC,,QZLR746L,DULUTH,UNITED STATES,,QZLR,,"DERAAS, CRAIG",sales@flitelites.com,2186255000,55803,MN,3/2/2026
"DESAI, DEEPUN",,,"7000 MERRILL AVE, HANGAR A335",,,,"AFFORDABLE AVIONICS, INC",,8AAR592Y,CHINO,UNITED STATES,DBA ARAINA AVIATION,8AAR,,ALEX SOSA,asosa@arainaaviation.com,9096069876,91710,CA,3/2/2026
"DESANTIAGO, JOSE JAIME",,,"2384 SE LIBERATOR LANE, SUITE 104",,,,EXECUTIVE JET MAINTENANCE LLC,,4EJR094D,STUART,UNITED STATES,,4EJR,,"JAIME, DESANTIAGO",jsantiago71@gmail.com,7724185580,34996,FL,3/2/2026
"DESGROSSEILLIERS, PAUL",,,AIRPORT ECONOMIC ZONE,"INTERNATIONAL LOGISTICS AREA, NO. 3",,,EXECUJET HAITE AVIATION SERVICES CHINA CO. LTD.,,8EHY764C,TIANJIN,CHINA,"DBA EXECUJET HAITE, EJHT",8EHY,,"LANG, XIAOZHI (FRANK)",frank@execujethaite.net,,300300,,3/2/2026
"DESPAIN, ROBERT",,,1593 W 2350 S UNIT B,,,,PRECISION AIR POWER LLC,8012959100,8W3R798C,WOODS CROSS,UNITED STATES,DBA PRECISION AIR POWER,8W3R,,"KOBE, TREVOR",chris@precisionairpower.com,,84087,UT,3/2/2026
"DETHLEFS, MARC",,,FELDSTRASSE 155,,,marc.dethlefs@vincorion.com,VINCORION ADVANCED SYSTEMS GMBH,+4904103603583,E3ZY906Y,WEDEL,GERMANY,,E3ZY,marc.dethlefs@vincorion.com,"TOPP, JURGEN",juergen.topp@vincorion.com,,22880,,3/2/2026
"DEVAUD, PATRICK",,,RTE DE L'AERODROME 30,,,,MECANAIR S.A.,+41 26 411 9230,7M3Y402D,ECUVILLENS,SWITZERLAND,,7M3Y,,DAVID CARMAN,d.carman@mecanair.ch,,1730,,3/2/2026
"DEVEIKIS, VALERIJ",,,AVIACIJOS STR. 4,"KARMELAVA,",,,FL TECHNICS ENGINE SERVICES UAB,,FTEY153E,KAUNAS,LITHUANIA,,FTEY,,VALERIJ DEVEIKIS,,,LT-54460,,3/2/2026
"DEVILBISS, DALLAS AARON",,,8400 AIRPORT BLVD,,,,COASTAL WINDS AVIONICS,,70AR637D,MOBILE,UNITED STATES,,70AR,,DALLAS A. DEVILBISS,ddevilbiss@cwa.aero,2514108050,36608,AL,3/2/2026
"DEVITT, KARL",,,28 CATAMOUNT DRIVE,,,karl@unifiedturbines.com,UNIFIED TURBINES INC,8028931000,U5TR932N,MILTON,UNITED STATES,,U5TR,karl@unifiedturbines.com,KARL DEAVITT,,8028931000,05468,VT,3/2/2026
"DEVLIN, ANDREW J.",,,"12871 TRADE WAY DRIVE, UNIT 8",,,andy.devlin@aerox.com,"AEROX AVIATION OXYGEN SYSTEMS, LLC.",2394056117,YXQR567B,BONITA SPRINGS,UNITED STATES,,YXQR,andy.devlin@aerox.com,"DEVLIN, ANDREW",andy.devlin@aerox.com,2393908865,34135,FL,3/2/2026
"DI GENOVA, KAREN",,,VIA DELLA LUSA 11,LOCALITA FONTE,,,INTERNATIONAL AEROSPACE TECHNICAL SERVICES GROUP S,,ITSY186E,ROCCADASPIDE,ITALY,DBA IATS GROUP,ITSY,,KAREN DI GENOVA,kdigenova@iats.it,,84069,,3/2/2026
"DI GREGORIO, ERNESTO",,,ISLA GRANDE  AIRPORT,SOUTH RAMP LOT  # 2A,,,ECOLIFT CORPORATION,,E0FR278Y,SAN JUAN,UNITED STATES,,E0FR,,ERNESTO DIGREGORIO,,7877233771,00906,PR,3/2/2026
"DICKERSON, RYAN",,,18436 F ROAD,,,,POSITECH INTERNATIONAL LLC,9704177531,PTIR407E,DELTA,UNITED STATES,,PTIR,,RYAN DICKERSON,,,81416,CO,3/2/2026
"DICKERSON, RYAN JOHN",,,"1681 6450 RD, UNIT 3A",N/A,,,WESTERN SKYWAYS TURBINE INC,,1B6R708C,MONTROSE,UNITED STATES,"DBA ROCKY MOUNTAIN TURBINE
   TURBINE SERVICES",1B6R,,"DICKERSON, RYAN J.",qa@westernskyways.com,9702490232,81401,CO,3/2/2026
"DICKERSON, RYAN JOHN",,,21 CREATIVE PLACE,N/A,,,WESTERN SKYWAYS INC,9702490232,WS9R575J,MONTROSE,UNITED STATES,DBA WESTERN SKYWAYS,WS9R,,"DICKERSON, RYAN",qa@westernskyways.com,9702490232,81401,CO,3/2/2026
"DICKINSON, DEAN K.",,,13400 US HIGHWAY 42,SUITE 180,,,ARTEMIS ELECTRONICS LLC,,YJQR451Y,PROSPECT,UNITED STATES,,YJQR,,"GERLACH, TAYLOR",tgerlach@artemiselectronics.com,5025265884,40059,KY,3/2/2026
"DIEGO, WIGET",,,SWISSPORT INTERNATIONAL LTD.,"ULDR, T47, ZURICH-AIRPORT",,,SWISSPORT INTERNATIONAL LTD,,4S7Y808C,ZURICH,SWITZERLAND,,4S7Y,,NICOLA PIZZULLI,nicola.pizzulli@swissport.com,,CH-8058,,3/2/2026
"DIERINGER, AARON",,,695 SCHAAD LANE,,,katiegriggslta@gmail.com,"BLUE RIDGE ENTERPRISES, LLC",7757714175,NHMR682X,DAYTON,UNITED STATES,DBA HIGHLAND BALLOON REPAIR,NHMR,katiegriggslta@gmail.com,"GRIGGS, KATHRYN LEE",katiegriggslta@gmail.com,7757714175,89403,NV,3/2/2026
"DIETZ, TRAVIS",,,813 HARRY GOODE WAY,,,tdietz@fit.edu,FLORIDA INSTITUTE OF TECHNOLOGY INC,3216746517,ECQR467D,MELBOURNE,UNITED STATES,,ECQR,tdietz@fit.edu,"DIETZ, TRAVIS",tdietz@fit.edu,3216746517,32901,FL,3/2/2026
"DIEZ DE PINOS, CARLOS",,,,,,,AERO SERVICIOS ESPECIALIZADOS DEL NORESTE S.A. DE,,2EZY427C,,,DBA ASENSA,2EZY,,"GUTIERREZ, RUTH",ruth@asensa.com.mx,,,,3/2/2026
"DIFIORE, PHILLIP G",,,6831 AIRWAY AVENUE,,,,"REDDING AIR SERVICE, INC",,AUMR274C,REDDING,UNITED STATES,,AUMR,,TERRY WEBSTER,,5302212851,96002,CA,3/2/2026
"DIFIORE, PHILLIP G.",,,67 D STREET,,,phil@rotorcraftsupport.com,ROTORCRAFT SUPPORT INC,8189977667,YT2R331L,FILLMORE,UNITED STATES,,YT2R,phil@rotorcraftsupport.com,"DIFIORE, PHILLIP G",phil@rotorcraftsupport.com,8189977667,93015,CA,3/2/2026
"DIGIACOMO, FRANK",,,ŠÁMALOVA 4482/62A,,,,STEIN SEAL CZECH S.R.O.,,SCZY296E,BRNO,CZECH REPUBLIC,,SCZY,,SEBASTIAN LIBEROFF,sebastian.liberoff@steinseal.cz,,61500,,3/2/2026
"DILLAVOU, JAMES J.",,,1116 W. ENDEAVOR DR.,,,,SC AVIATION INC,,G13R292J,JANESVILLE,UNITED STATES,,G13R,,"JIM, DILLAVOU",dillavou@scaviation.net,6083141363 EXT. 223,53546,WI,3/2/2026
"DILLON, SCOTT",,,11329 EAST STATE ROAD 32,,,,"JET ACCESS MAINTENANCE, LLC",3172936935,1MYR828C,ZIONSVILLE,UNITED STATES,,1MYR,,"JOHN, FLEISCHMANN",jfleischmann@flyja.com,3172933935,46077,IN,3/2/2026
"DILLON, SCOTT",,,1500 PERIMETER ROAD,,,,JET ACCESS MAINTENANCE LLC,5612831214,1MY2828C,WEST PALM BEACH,UNITED STATES,,1MY2,,"FLEISCHMANN, JOHN",jfleischmann@flyja.com,3172933935,33406,FL,3/2/2026
"DILLON, SCOTT",,,4101 DANDY TRAIL,,,sdillon@flyja.com,EAGLE CREEK AVIATION SERVICES LLC,3172936935,MV5R055N,INDIANAPOLIS,UNITED STATES,,MV5R,sdillon@flyja.com,"FLEISCHMANN, JOHN",jfleischmann@flyja.com,3172936935,46254,IN,3/2/2026
"DILULLO, MARK",,,8352 KIMBAL AVE.,BUILDING F350 #3,,,AVIATION MAINTENANCE GROUP INC,,VUXR007X,CHINO,UNITED STATES,,VUXR,,"DILULLO, MARK",,9516061666,91708,CA,3/2/2026
"DIMMOCK, DAVE",,,HANGER 201,"PRESIDENT WAY, LONDON LUTON AIRPORT",,,HARRODS AVIATION LIMITED,,CI5Y780M,LUTON,UNITED KINGDOM,,CI5Y,,"KELLY, GAVIN",gavin.kelly@harrodsaviation.com,,LU2 9NW,ENG,3/2/2026
"DIONISI, CLAUDIA",,,VIA CANCELLIERA 27/D,,,,MACH AVIATION S.R.L.,,8NRY073D,ALBANO LAZIALE,ITALY,,8NRY,,GIANLUCA MIELE,g.miele@machaviation.com,,00041,,3/2/2026
"DIRKSEN, ERIC",,,1725 E. RYAN RD.,STE 8,,,E&E AVIATION,,8SUR207E,CHANDLER,UNITED STATES,DBA CHANDLER AVIONICS,8SUR,,ERIC DIRCKSEN,eric.d@chandleravionics.com,4803099683,85286,AZ,3/2/2026
"DIX, SHELLY HOSKINS",,,1145 TUCK AIRPORT RD.,,,,DIX AVIATION,,8DXR794D,SOUTH BOSTON,UNITED STATES,,8DXR,,SHELLY DIX,shellydix1@gmail.com,3365142725,24592,VA,3/2/2026
"DLUGOKECKI, ANDREW",,,3324 N JABARA RD.,,,,WICHITA AEROSPACE LLC,,WAJR363E,WICHITA,UNITED STATES,,WAJR,,SAM STEWART,,3168443400,67226,KS,3/2/2026
"DOBERSKY, PETR",,,CZECH AIRLINES TECHNICS A.S.,JANA KASPARA 1069/1,,,CZECH AIRLINES TECHNICS A.S.,,CLEY877C,PRAGUE,CZECH REPUBLIC,DBA CSAT,CLEY,,"JANECEK, ROBERT",janecek.robert@csatechnics.com,42022011 EXT. 66,160 08,,3/2/2026
"DODD, TIM",,,4465 COMMERCE DR.,SUITE 107,,,DUNLOP NDT LLC,6787145750,DP1R823D,BUFORD,UNITED STATES,,DP1R,,TIMOTHY DODD,mgardner@dunlopndt.com,6787145750,30518,GA,3/2/2026
"DODEN, EIKE",,,FLUGHAFEN 9,,,edo@porta.aero,PORTA AIR SERVICE GMBH & CO. KG,+49573176730,5GHY564C,PORTA WESTFALICA,GERMANY,DBA PORTA AIR SERVICE,5GHY,edo@porta.aero,"JOHANNING, MAXIMILIAN",mjo@porta.aero,,D-32457,,3/2/2026
"DODGE, JEFFREY J",,,GREAT BARRINGTON AIRPORT,,,,BERKSHIRE AVIATION ENTERPRISES LLC.,,BPGR558C,GREAT BARRINGTON,UNITED STATES,,BPGR,,"DODGE, JEFFREY",berkavia@gmail.com,4135282030,01230,MA,3/2/2026
"DODSON, DAVE",,,11500 HACKBERRY RD.,,,,"SOFTWARE DEVELOPMENT ALTERNATIVES, INC",,DEIR439E,MAYER,UNITED STATES,,DEIR,,DAVE DODSON,dave.dodson@s-d-a-inc.com,,86333,AZ,3/2/2026
"DOLAN, CHRIS E.",,,103 SOUTH SOUTHGATE DRIVE,,,,CANYON STATE INSPECTION INC,,HI3D554L,CHANDLER,UNITED STATES,,HI3D,,"DOLAN, CHRIS",csiphx@hotmail.com,4807837100,85226,AZ,3/2/2026
"DOLAN, CHRIS E.",,,3625 EAST AJO WAY,,,tucson@csindi.com,CANYON STATE INSPECTION INC,5207453672,HI3R554L,TUCSON,UNITED STATES,,HI3R,tucson@csindi.com,"DOLAN, CHRIS E.",tucson@csindi.com,5207453672,85713,AZ,3/2/2026
"DOLAN, PATRICK T",,,600 S. GRAND AVENUE,SUITE 108,,,UNITED SERVICE APPLICATIONS INC,7149541192,U74R497B,SANTA ANA,UNITED STATES,,U74R,,"DOLAN, PATRICK T.",ptdolan@unitedserviceapps.com,7149541192,92705,CA,3/2/2026
"DOMINGO MANERO, FRANCISCO JAVIER",,,"AEROPUERTO DE SABADELL,",HANGAR Nº4 LADO NORTE,,,"HELISWISS IBERICA, S.A.",,HWSY238E,SABADELL,SPAIN,,HWSY,,SARA GRACIA ABILLA,gracia@heliswiss.es,,08205,,3/2/2026
"DOMINGUEZ, DONALD W.",,,"4339 SANTA FE ROAD, #48",,,,SAN LUIS AVIONICS INC,,ZS5R220O,SAN LUIS OBISPO,UNITED STATES,DBA SAN LUIS AVIONICS,ZS5R,,"DOMINGUEZ, DONALD W.",sanluisav@sbcglobal.net,8057830430,93401,CA,3/2/2026
"DOMINGUEZ, MAYKEL",,,2008 GENERAL AVIATION DRIVE,,,mdominguez@embraer.com,"EMBRAER EXECUTIVE JET SERVICES, LLC",3217515936,6EER154C,MELBOURNE,UNITED STATES,,6EER,mdominguez@embraer.com,"HENLEY, EDWARD",edward.henley@embraer.com,3217515932,32935,FL,3/2/2026
"DONKERSLOOT, KYLE JAY",,,7030 WEST OAKLAND STREET #103,,,,ADVANCED MATERIALS TECHNOLOGIES LLC,6024431403,7VDR117C,CHANDLER,UNITED STATES,,7VDR,,"GROSS, SCOTT",scottg@amt-america.com,6024431403,85226,AZ,3/2/2026
"DOOLEY, JOHN P.",,,29401 AMBINA DR.,,,,AEROSPACE MAINTENANCE SOLUTIONS,,OKQR412Y,SOLON,UNITED STATES,,OKQR,,CHUCK ORSAGOS,corsagos@aerospacellc.com,4407297703 EXT. 13,44139,OH,3/2/2026
"DORENCZ, KENNETH F.",,,6309 AIRPORT ROAD,,,,GARY JET CENTER INC,2199774925,YGJR580L,GARY,UNITED STATES,,YGJR,,"DORENCZ, KEN",kenneth.f.dorencz@boeing.com,2199774925,46406,IN,3/2/2026
"DORGAN, SEAN PATRICK",,,61 RIORDAN PLACE,,,,"THE LEATHER INSTITUTE, LLC",7325303220,2TLR995B,SHREWSBURY,UNITED STATES,DBA THE LEATHER INSTITUTE,2TLR,,"DORGAN, SEAN",sean@leatherinstitute.com,7325303220,07702,NJ,3/2/2026
"DOS SANTOS, MARCELA",,,"HELIO SMIDT ROAD,  GRU - GUARULHOS","TPS 2 ROOM 229, AIRSIDE, GUARULHOS",,,BIS AVIATION MANUTEN  O & COM RCIO AERON UTICO LTD,,BISY480E,SAO PAULO,BRAZIL,"DBA BIS AVIATION LINE
   LINE MAINTENANCE & HANDLING",BISY,,,,,07190-100,SP,3/2/2026
"DOUBLEDAY, JOE",,,806 BLUE ANGEL WAY,,,,AMI AVIATION SERVICES LLC,6157271782,6A52818B,SMYRNA,UNITED STATES,,6A52,,KEVIN VOGT,kevin.vogt@amiaviation.com,6157271782,37167,TN,3/2/2026
"DOUBLEDAY, JOSEPH",,,4151 CENTERLINE LANE,,,joe.doubleday@amiaviation.com,"AMI AVIATION SERVICES, LLC",4075856130,6A5R818B,SANFORD,UNITED STATES,,6A5R,joe.doubleday@amiaviation.com,"DOUBLEDAY, JOSEPH",joe.doubleday@amiaviation.com,4075856134,32773,FL,3/2/2026
"DOUKHAN, GHISLAINE",,,CHEMIN DU PONT DE RUPE,,,bruno.feseuille@safrangroup.com,SAFRAN POWER UNITS,33561375500,SPTY098E,TOULOUSE,FRANCE,,SPTY,bruno.feseuille@safrangroup.com,"BEGON, ANNE-LISE",anne-lise.begon@safrangroup.com,,31200,,3/2/2026
"DOWDING, WILLIAM D",,,6800 CAMILLE AVENUE,,,bill@dowaero.com,"DOW AERO, LLC.",4056706800,UBCR528X,OKLAHOMA CITY,UNITED STATES,,UBCR,bill@dowaero.com,"DOWDING, WILLIAM DORSEY",bill@dowaero.com,4056706800,73149,OK,3/2/2026
"DOWLING, JEFFERY S.",,,1980 AIRPORT ROAD,HANGER A,,,"AH AERO SERVICES, LLC",4356543962,W77R917Y,HEBER CITY,UNITED STATES,DBA OK3 AIR,W77R,,"DOWLING, JEFFERY S..",jdowling@ok3air.com,4356543962,84032,UT,3/2/2026
"DOWNEY, JOHN P.",,,MIDDLEBURY STATE AIRPORT,561 AIRPORT ROAD,,,DOWNEY CORPORATION,,JDTR530K,EAST MIDDLEBURY,UNITED STATES,,JDTR,,"DOWNEY, JOHN P",dcorp@sover.net,8024623166,05740,VT,3/2/2026
"DRAPELA, GARY",,,357 MCGREGOR AIRPORT ROAD,,,,JAG AVIATION INC,,2JVR917C,MCGREGOR,UNITED STATES,,2JVR,,"DRAPELA, GARY",gdrapela@jagaviationinc.com,2548482345,76657,TX,3/2/2026
"DRESSLER, RYAN M",,,4001 SANTA ANITA AVE,,,,ARA AVIATION INC,9099574685,AR4R175E,EL MONTE,UNITED STATES,,AR4R,,RYAN DRESSLER,ryan@araaviation.com,6266862100,91731,CA,3/2/2026
"DRORI, RAM",,,1 VIRGINIA AVE,,,,BET-SHEMESH ENGINES LTD,,B7EY748J,BET-SHEMESH,ISRAEL,,B7EY,,HAIM DEFRIN,haim.defrin@bsel.co.il,,9905529,,3/2/2026
"DROWN, SAMUEL",,,2 WEST WEATHER LANE,,,,SOUTHWEST AVIATION INC,,3VMR469D,SIOUX FALLS,UNITED STATES,DBA MIDWEST AVIATION,3VMR,,SAMUEL DROWN,samd@charter-first.com,5078290749,57104,SD,3/2/2026
"DRUGEON, BERTRAND",,,5 RUE MARCEL DASSAULT,,,,THALES AVS FRANCE SAS,,DI5Y806M,CHATELLERAULT,FRANCE,,DI5Y,,,,,86100,,3/2/2026
"DRYDEN, DUSTIN",,,"HANGAR 14, OXFORD AIRPORT",LANGFORD LANE,,,VOLARE AVIATION LIMITED,,4VOY076D,KIDLINGTON,UNITED KINGDOM,,4VOY,,HENCO OPPERMAN,henco.opperman@volareaviation.co.uk,,OX5 1QX,ENG,3/2/2026
"DUBON, CARLOS",,,12252 SW 131 AVENUE,UNIT 1,,carlos@aeroed.com,"AEROED INSPECTION SERVICES, LLC",3059150979,O64R443Y,MIAMI,UNITED STATES,,O64R,carlos@aeroed.com,"DUBON, CARLOS",carlos@aeroed.com,5859357239,33186,FL,3/2/2026
"DUBON, CARLOS ALBERTO",,,4471 NW 36 ST,SUITE 215,,admin@aerodinamix.com,AERODINAMIX,7864898847,ADXR141E,MIAMI SPRINGS,UNITED STATES,,ADXR,admin@aerodinamix.com,FRANCISCO PEREZ,aerodinamix@outlook.com,3059150979,33166,FL,3/2/2026
"DUDEK, ERIC",,,2222 EAST PENSAR DRIVE,,,,"DUCOMMUN LABARGE TECHNOLOGIES, INCORPORATED",,4DLR260C,APPLETON,UNITED STATES,"DBA DUCOMMUN, INCORPORATED",4DLR,,,,,54911,WI,3/2/2026
"DUENAS, CAROL",,,12301 NW 112 AVENUE,UNIT 104,,,"TOTAL COMPONENT SERVICES, LLC.",,TOTR533E,MEDLEY,UNITED STATES,,TOTR,,JESUS FERNANDEZ,jesus@focusedair.com,3059011535 EXT. 101,33178,FL,3/2/2026
"DUENAS, NELSON",,,2450 NW 110 AVENUE,,,,MED-CRAFT INC,,LZ4R354M,MIAMI,UNITED STATES,,LZ4R,,"OSCAR, UZ",oscar@med-craft.com,3055947444 EXT. 2079,33172,FL,3/2/2026
"DUFFY, CHRISTOPHER R.",,,200 PARK AVENUE,,,,SCHAEFFLER AEROSPACE USA CORPORATION,,BCYR313X,DANBURY,UNITED STATES,,BCYR,,"DUFFY, CRISTOPHER R.",cduffy@bardenbearings.com; duffycri@schaeffler.com,2037948293,06813,CT,3/2/2026
"DUKICH, MICHAEL",,,12 LEEDS BOULEVARD,,,mobilendtservices@gmail.com,MOBILE NDT SERVICES CORPORATION,5165260516,8D1R645D,FARMINGVILLE,UNITED STATES,,8D1R,mobilendtservices@gmail.com,MICHAEL DUKICH,mobilendtservices@gmail.com,5165260516,11738,NY,3/2/2026
"DUMELE, CARL J.",,,3232 PLEASANT ST,,,cdumele@aeromotive.us,AEROMOTIVE SERVICES INC,2245359220,451R352D,DEKALB,UNITED STATES,,451R,cdumele@aeromotive.us,RENE ALANIZ,ralaniz@aeromotive.us,2245359220,60115,IL,3/2/2026
"DUNCAN, THOMAS E",,,574 AVIATION DRIVE,,,thom@thomduncanavionics.com,THOM DUNCAN AVIONICS,8338386226,7D8R648D,WINCHESTER,UNITED STATES,,7D8R,thom@thomduncanavionics.com,THOM DUNCAN,thom@thomduncanavionics.com,,37398,TN,3/2/2026
"DUNN, FRED",,,4137 MAYGARDEN ROAD,,,gsigler@bellsouth.net,SKYWARRIOR AVIONICS INC,8504336114,505R998K,PENSACOLA,UNITED STATES,,505R,gsigler@bellsouth.net,"DUNN, FRED",av@skywarriorinc.com,8508981460,32504,FL,3/2/2026
"DUNN, MARCUS L.",,,2141 COLLINS RD. STE 1001,,,mccarthyair@hotmail.com,HELICOPTER STRUCTURES INC,,IN2R904K,DENTON,UNITED STATES,,IN2R,mccarthyair@hotmail.com,"DUNN, MARCUS L.",specialtyaviation@yahoo.com,9189682157,76208,TX,3/2/2026
"DUNN, ZION",,,8301 IMPERIAL DRIVE,,,,MARATHONNORCO AEROSPACE INC,,M5PR650J,WACO,UNITED STATES,,M5PR,,"WICKER, HALEY",hwicker@mptc.com,2547415429,76712,TX,3/2/2026
"DUNNING, DAVID K",,,96 NAKOLO PLACE,,,,DUNNING AVIATION,,8VDR572D,HONOLULU,UNITED STATES,,8VDR,,SEAN CHU,sean.chu@wingspirit.com,,96819,HI,3/2/2026
"DUTTA, BHASKAR",,,2350 PONTIAC ROAD,,,,"DM3D TECHNOLOGY, LLC",,4M3R925C,AUBURN HILLS,UNITED STATES,,4M3R,,"LEWAN, MARK",mlewan@dm3dtech.com,2484097900 EXT. 224,48326,MI,3/2/2026
"DUVAIL, CHANCE",,,3406 N JABARA ROAD,,,,"EXECUTIVE AIRSHARE, LLC",3169464900,XMXR954Y,WICHITA,UNITED STATES,"DBA EXECUTIVE AIRSHARE
DBA AIRSHARE",XMXR,,"DUVAIL, CHANCE",cduvail@flyairshare.com,3169464900,67226,KS,3/2/2026
"DUVAIL, CHANCE  MR.",,,151 TEXAS WAY # 21 N.,,,,EXECUTIVE AIRSHARE LLC,,XMXD954Y,FORT WORTH,UNITED STATES,,XMXD,,CHANCE DUVAIL,cduvail@flyairshare.com,3168663017,76106,TX,3/2/2026
"DUVAL, JEAN-CHRISTOPHE",,,ZONE INDUSTRIELLE DE SAINT ULFRANT,,,alexandre.mule@safrangroup.com,SAFRAN NACELLES,33232204000,HFPY615X,PONT AUDEMER,FRANCE,,HFPY,alexandre.mule@safrangroup.com,,,,27500,,3/2/2026
"EARP, NATHANAEL",,,191 OLD BURLEY STREET,,,,AIR BEAR AVIATION INC,,6ABR506B,DANVERS,UNITED STATES,,6ABR,,"BEAR, THOMAS",tbear@myairbear.com,6032162752,01923,MA,3/2/2026
"EASLEA, WAYNE",,,LIBERATOR ROAD,NORWICH AIRPORT,,arjan.meijer@klmuk.com,KLM UK ENGINEERING LTD,+44(0)1603254400,3KMY405C,NORWICH,UNITED KINGDOM,,3KMY,arjan.meijer@klmuk.com,MARK KARL FRANCIS,mark.francis@klmuk.com,,NR6 6ER,ENG,3/2/2026
"ECHEVERRY, DIANA",,,"14359 SW 127TH STREET, HANGAR 109",,,,C R  AVIATION INC,,C74R734N,MIAMI,UNITED STATES,,C74R,,"RODRIGUEZ, MIGUEL",miguel@craviation.com,3052554222,33186,FL,3/2/2026
"ECKHART, RUSSELL A.",,,"6100 WEST BY NORTHWEST BLVD., SUITE",,,,AV8 MRO LLC,,8AQR081C,HOUSTON,UNITED STATES,,8AQR,,"ECKHART, RUSSELL A.",russell@av8mro.com,7135892668,77040,TX,3/2/2026
"EDBERG, JEFF",,,"1815 - 23RD AVE, NORTH",,,,SPECTRUM AEROMED LLC DBA SPECTRUM AEROMED,,Y9KR102B,FARGO,UNITED STATES,DBA SPECTRUM AEROMED,Y9KR,,PAUL TAYLOR,paul@spectrum-aeromed.com,7015513209,58102,ND,3/2/2026
"EDDY, MICHAEL RAY",,,4222 91ST AVE.,,,,STEIN'S AIRCRAFT SERVICES LLC,,1S3R356M,KENOSHA,UNITED STATES,DBA STEIN'S AIRCRAFT SERVICES,1S3R,,"EDDY, MIKE",meddy@stein.aero,2625971087,53144,WI,3/2/2026
"EDMONDS, GREG",,,487 AIRFIELD ROAD,,,,SALUS AVIATION AW LIMITED,+6495903711,8NZY721C,ARDMORE,NEW ZEALAND,,8NZY,,"BRADBURY, ALAN",alan.bradbury@salusaviation.com,,2244,,3/2/2026
"EDMUNDS, GEORGE",,,70 CHUN CHOI STREET,TSEUNG KWAN O INDUSTRIAL ESTATE,,,HONG KONG AERO ENGINE SERVICES LIMITED,,HK0Y765N,"TSEUNG KWAN O, NEW TER",HONG KONG,DBA HAESL,HK0Y,,"SHEK, PAT",pat.shek@haesl.com,,.,,3/2/2026
"EDUARTEZ, JOSE",,,14316 COMMERCE WAY,,,eduartez@airs-inc.com,"AVIATION INSTRUMENTS REPAIR SPECIALISTS, INC",3058875600,VTBR433V,MIAMI LAKES,UNITED STATES,,VTBR,eduartez@airs-inc.com,"KOCIJANCIC,  ELIO",eliok@airs-inc.com,3058875600 EXT. 327,33016,FL,3/2/2026
"EDWARDS, ERIC S.",,,602 EBENEZER ROAD,,,,JET AEROSPACE COATINGS AND LANDING SYSTEMS LLC.,9127541700,7VOR171D,RINCON,UNITED STATES,,7VOR,,"STEWART, CHRISTOPHER",christopher@vortexaeronautical.com,9127541700,31326,GA,3/2/2026
"EDWARDS, GREG",,,457 WARDS CORNER,,,,SATCO INC,5137076150,CV2R916D,LOVELAND,UNITED STATES,,CV2R,,GREGORY EDWARDS,gedwards@satco-inc.com,5024423005,45140,OH,3/2/2026
"EDWARDS, RICHARD D",,,1420 SKY HARBOR DRIVE,,,,AIRCRAFT CYLINDER SALES AND SERVICE,5309332800,UT1R544K,OLIVEHURST,UNITED STATES,DBA CALIFORNIA AERO ENGINES,UT1R,,"EDWARDS, RICHARD D.",redwards@optecsolutions.com,5309332800,95961,CA,3/2/2026
"EIKOETTER, MARK",,,WALTER-WITTENSTEIN-STR. 1,,,mark.eitkoetter@wittenstein.de,WITTENSTEIN MOTION CONTROL GMBH,+49 7931 493 0,WMCY016E,IGERSHEIM,GERMANY,,WMCY,mark.eitkoetter@wittenstein.de,JOERG-PETER MEHRING,joerg-peter.mehring@wittenstein.de,,97999,,3/2/2026
"EINERTSON, CORY",,,9960 FLYING CLOUD DRIVE,,,,EXECUTIVE AVIATION,9529431519,ABOR475B,EDEN PRAIRIE,UNITED STATES,,ABOR,,"EINERTSON,  CORY",corye@executive-aviation.com,9529431519,55347,MN,3/2/2026
"EINOLLAHI, SARA",,,ELECTRA HOUSE,PEPPER ROAD,,,AD AEROSPACE LIMITED,,K8QY576B,STOCKPORT,UNITED KINGDOM,,K8QY,,SARA EINOLLAHI,quality@ad-aero.com,,SK7 5BW,ENG,3/2/2026
"EKLUND, BRIAN",,,4383 SECTION ROAD,,,brianeklund@suburbanaviation.com,"SUBURBAN AIRCRAFT MAINTENANCE AND FBO, LLC",7348566103,2DHR164C,OTTAWA LAKE,UNITED STATES,,2DHR,brianeklund@suburbanaviation.com,"BRIAN, EKLUND",brian eklund@suburbanaviation.com,7348566103,49267,MI,3/2/2026
